SectionID,CourseName
178701,Italian Studies 8 Standard semester 2 2016 [178701] - Italian Studies 8[ITAL2408]
178702,Discoveries in Archaeology Standard semester 1 2016 [178702] - Discoveries in Archaeology[ARCY1001]
178703,Italian Studies 12 Standard semester 2 2016 [178703] - Italian Studies 12[ITAL2812]
178704,Myths of the Greeks and Romans: Story, History and Reinvention Standard semester 1 2016 [178704] - Myths of the Greeks and Romans: Story, History and Reinvention[CLAN1001]
178707,The Golden Age of Athens Standard semester 1 2016 [178707] - The Golden Age of Athens[CLAN2001]
178713,Italian Studies 14 Standard semester 2 2016 [178713] - Italian Studies 14[ITAL3814]
178715,Japanese 2 Standard semester 2 2016 [178715] - Japanese 2 [JAPN1402]
178716,Justice and Contemporary Ethics Standard semester 1 2016 [178716] - Justice and Contemporary Ethics[PHIL1001]
178717,Japanese 4 Standard semester 2 2016 [178717] - Japanese 4 [JAPN1404]
178718,Introduction to Critical Thinking Standard semester 1 2016 [178718] - Introduction to Critical Thinking[PHIL1002]
178720,Philosophy of Religion Standard semester 1 2016 [178720] - Philosophy of Religion[PHIL2003]
178725,Korean 2 Standard semester 2 2016 [178725] - Korean 2[KORE1402]
178726,Moral Theory Standard semester 1 2016 [178726] - Moral Theory [PHIL3003]
178730,Physiology of Membranes, Muscles and Signalling Standard semester 1 2016 [178730] - Physiology of Membranes, Muscles and Signalling[PHYL3001]
178732,Physiology of Cardiovascular and Respiratory Systems Standard semester 1 2016 [178732] - Physiology of Cardiovascular and Respiratory Systems[PHYL3002]
178733,Physics for Scientists and Engineers Standard semester 1 2016 [178733] - Physics for Scientists and Engineers[PHYS1001]
178735,Physics Bridging Unit Standard semester 1 2016 [178735] - Physics Bridging Unit [PHYS1030]
178737,Quantum Mechanics 1 and Electromagnetism Standard semester 1 2016 [178737] - Quantum Mechanics 1 and Electromagnetism[PHYS2001]
178739,Quantum Mechanics 2 and Atomic Physics Standard semester 1 2016 [178739] - Quantum Mechanics 2 and Atomic Physics[PHYS3001]
178742,Astrophysics and Space Science Standard semester 1 2016 [178742] - Astrophysics and Space Science
178744,Mathematical Physics Standard semester 1 2016 [178744] - Mathematical Physics[PHYS3011]
178750,Introduction to Applied Mathematics Standard semester 1 2016 [178750] - Introduction to Applied Mathematics[MATH2021]
178752,Introduction to Pure Mathematics Standard semester 1 2016 [178752] - Introduction to Pure Mathematics[MATH2031]
178754,Dynamics and Control Standard semester 1 2016 [178754] - Dynamics and Control[MATH3021]
178755,Algebraic Structures and Symmetry Standard semester 1 2016 [178755] - Algebraic Structures and Symmetry[MATH3031]
178757,Advanced Mathematics 1 Standard semester 1 2016 [178757] - Advanced Mathematics 1[MATH4403]
178759,Degradation of Materials Standard semester 1 2016 [178759] - Degradation of Materials[MECH4428]
178761,Applied Engineering Thermodynamics Standard semester 1 2016 [178761] - Applied Engineering Thermodynamics[MECH4429]
178763,Advanced Vibration and Sound Standard semester 1 2016 [178763] - Advanced Vibration and Sound[MECH5501]
178764,Criminal Justice System Standard semester 2 2016 [178764] - Criminal Justice System[LAWS2223]
178766,Indigenous Peoples and the Law Standard semester 2 2016 [178766] - Indigenous Peoples and the Law[LAWS2225]
178767,Digital Media Standard semester 1 2016 [178767] - Digital Media[COMM2002]
178768,International Legal Institutions Standard semester 2 2016 [178768] - International Legal Institutions[LAWS2226]
178769,Journalism in Practice Standard semester 1 2016 [178769] - Journalism in Practice[COMM3004]
178771,Law and Contemporary Social Issues Standard semester 2 2016 [178771] - Law and Contemporary Social Issues[LAWS3344]
178772,Land Use and Management Standard semester 1 2016 [178772] - Land Use and Management [EART3338]
178773,Public Economics Standard semester 2 2016 [178773] - Public Economics[ECON4405]
178774,Soil-Plant Interactions Standard semester 1 2016 [178774] - Soil-Plant Interactions[EART3360]
178775,International Finance and Markets Standard semester 2 2016 [178775] - International Finance and Markets[ECON4415]
178776,Rise of the Global Economy Standard semester 1 2016 [178776] - Rise of the Global Economy[ECON2105]
178777,Macroeconomic Theory Standard semester 2 2016 [178777] - Macroeconomic Theory[ECON4418]
178778,Monetary Economics Standard semester 1 2016 [178778] - Monetary Economics[ECON3210]
178779,International Finance Standard semester 1 2016 [178779] - International Finance[ECON3236]
178780,Dissertation (Economics) Part 1 Standard semester 2 2016 [178780] - Dissertation (Economics) Part 1[ECON4486]
178781,Applied Microeconomics Standard semester 1 2016 [178781] - Applied Microeconomics[ECON3302]
178783,Exploring Asian Identities Standard semester 1 2016 [178783] - Exploring Asian Identities[ASIA1001]
178784,Geographical and Planning Methods Standard semester 1 2016 [178784] - Geographical and Planning Methods [PLNG3301]
178786,Disease Prevention and Control Standard semester 1 2016 [178786] - Disease Prevention and Control[PUBH2204]
178788,Communication and Project Planning in Health Standard semester 1 2016 [178788] - Communication and Project Planning in Health[PUBH2216]
178789,Biostatistics I Standard semester 1 2016 [178789] - Biostatistics I[PUBH4401]
178792,Epidemiology I Standard semester 1 2016 [178792] - Epidemiology I[PUBH4403]
178803,Data Analysis and Decision Making Standard semester 1 2016 [178803] - Data Analysis and Decision Making[MGMT5504]
178805,Management and Organisations Standard semester 1 2016 [178805] - Management and Organisations[MGMT5507]
178807,Indonesian Politics and Culture Standard semester 1 2016 [178807] - Indonesian Politics and Culture[ASIA3001]
178808,Qualitative Business Research Methods Standard semester 1 2016 [178808] - Qualitative Business Research Methods[BUSN4401]
178810,Quantitative Business Research Methods Standard semester 1 2016 [178810] - Quantitative Business Research Methods[BUSN4402]
178814,Introductory Chemistry Standard semester 1 2016 [178814] - Introductory Chemistry[CHEM1003]
178815,Core Chemical Concepts and Techniques Standard semester 1 2016 [178815] - Core Chemical Concepts and Techniques[CHEM2001]
178817,Essential Chemical Skills Standard semester 1 2016 [178817] - Essential Chemical Skills[CHEM3001]
178818,Advanced Chemical Synthesis Standard semester 1 2016 [178818] - Advanced Chemical Synthesis[CHEM3003]
178820,Social Responsibility in Action Standard semester 1 2016 [178820] - Social Responsibility in Action[SCIE2100]
178824,Video Art: Methods and Means Standard semester 1 2016 [178824] - Video Art: Methods and Means[VISA1053]
178826,Structural Geology and Tectonics Standard semester 1 2016 [178826] - Structural Geology and Tectonics[EART3343]
178830,Microeconomics: Prices and Markets Standard semester 1 2016 [178830] - Microeconomics: Prices and Markets[ECON1101]
178832,Macroeconomics: Money and Finance Standard semester 1 2016 [178832] - Macroeconomics: Money and Finance[ECON1102]
178834,Education for a Global Knowledge Society Standard semester 2 2016 [178834] - Education for a Global Knowledge Society[EDUC1103]
178836,Social Psychology of Work Standard semester 2 2016 [178836] - Social Psychology of Work[EMPL1206]
178837,Australian Employment Relations Standard semester 2 2016 [178837] - Australian Employment Relations[EMPL2202]
178838,Environmental Economics 2 Standard semester 1 2016 [178838] - Environmental Economics 2[ECON2224]
178840,Microeconomics: Policy and Applications Standard semester 1 2016 [178840] - Microeconomics: Policy and Applications[ECON2233]
178841,International Employment Relations Standard semester 2 2016 [178841] - International Employment Relations[EMPL3241]
178842,Business Econometrics Standard semester 1 2016 [178842] - Business Econometrics[ECON2271]
178844,Agricultural Economics and Marketing Standard semester 1 2016 [178844] - Agricultural Economics and Marketing[ECON3300]
178846,History of Economic Ideas Standard semester 1 2016 [178846] - History of Economic Ideas[ECON3310]
178848,Business and the Environment Standard semester 1 2016 [178848] - Business and the Environment[ECON3323]
178851,The Climate System Standard semester 1 2016 [178851] - The Climate System[ENVT2220]
178857,Derivative Products and Markets Standard semester 1 2016 [178857] - Derivative Products and Markets[FINA2204]
178859,Geomechanics Standard semester 1 2016 [178859] - Geomechanics[ENSC3009]
178861,Psychological Research and Theory Standard semester 1 2016 [178861] - Psychological Research and Theory [PSYC4416]
178863,Electronic Materials and Devices Standard semester 1 2016 [178863] - Electronic Materials and Devices[ENSC3014]
178865,Circuits and Electronics Standard semester 1 2016 [178865] - Circuits and Electronics[ENSC3017]
178867,Psychological Research and Data Standard semester 1 2016 [178867] - Psychological Research and Data[PSYC4418]
178873,Active Leadership 1: Developing Leadership Skills Standard semester 1 2016 [178873] - Active Leadership 1: Developing Leadership Skills[SSEH1104]
178877,Professional Practice Part 1 Standard semester 1 2016 [178877] - Professional Practice Part 1[SSEH3393]
178885,Business Analysis and Valuation Standard semester 1 2016 [178885] - Business Analysis and Valuation[FINA2207]
178887,Corporate Financial Policy Standard semester 1 2016 [178887] - Corporate Financial Policy[FINA2222]
178890,Enterprise Information Systems Standard semester 2 2016 [178890] - Enterprise Information Systems[INMT5501]
178893,Principles of Mycology and Parasitology Standard semester 1 2016 [178893] - Principles of Mycology and Parasitology[MICR5830]
178895,Chemical Spectroscopy and Structure Standard semester 1 2016 [178895] - Chemical Spectroscopy and Structure[CHEM3005]
178896,Material Behaviour from Atoms to Bridges Standard semester 2 2016 [178896] - Material Behaviour from Atoms to Bridges[ENSC1002]
178897,Chinese 3A Standard semester 1 2016 [178897] - Chinese 3A [CHIN1001]
178898,Motion Standard semester 2 2016 [178898] - Motion[ENSC2001]
178899,Chinese 1 Standard semester 1 2016 [178899] - Chinese 1[CHIN1401]
178900,Energy Standard semester 2 2016 [178900] - Energy [ENSC2002]
178901,Chinese 3 Standard semester 1 2016 [178901] - Chinese 3[CHIN1403]
178902,Management Accounting Standard semester 2 2016 [178902] - Management Accounting[ACCT2112]
178903,Chinese 5 Standard semester 1 2016 [178903] - Chinese 5[CHIN1405]
178904,Contemporary Managerial Accounting Standard semester 2 2016 [178904] - Contemporary Managerial Accounting[ACCT3203]
178907,Contemporary Issues in Accounting Standard semester 2 2016 [178907] - Contemporary Issues in Accounting[ACCT4472]
178913,Chinese 7 Standard semester 1 2016 [178913] - Chinese 7 [CHIN2407]
178919,Chinese 9 Standard semester 1 2016 [178919] - Chinese 9[CHIN3409]
178920,Human Biology: Applications & Investigations II Standard semester 2 2016 [178920] - Human Biology: Applications & Investigations II[ANHB3320]
178922,Viruses and Viral Disease Standard semester 2 2016 [178922] - Viruses and Viral Disease[MICR3320]
178924,Marketing Management Standard semester 2 2016 [178924] - Marketing Management[MKTG1203]
178925,Health and Illness in Human Populations Standard semester 1 2016 [178925] - Health and Illness in Human Populations[PUBH1101]
178926,Consumer Behaviour Standard semester 2 2016 [178926] - Consumer Behaviour[MKTG1204]
178930,Marketing Applications Standard semester 2 2016 [178930] - Marketing Applications[MKTG3301]
178931,Our Universe Standard semester 1 2016 [178931] - Our Universe[SCIE1121]
178932,New Product Development and Commercialisation Standard semester 2 2016 [178932] - New Product Development and Commercialisation[MKTG3303]
178933,Advanced Readings and Topics in Marketing Standard semester 2 2016 [178933] - Advanced Readings and Topics in Marketing[MKTG4401]
178934,Investment Analysis Standard semester 1 2016 [178934] - Investment Analysis[FINA3324]
178938,Staffing Organisations Standard semester 1 2016 [178938] - Staffing Organisations[HRMT3344]
178940,Law and Religion Standard semester 1 2016 [178940] - Law and Religion[LAWS3334]
178942,Organisational Behaviour Standard semester 1 2016 [178942] - Organisational Behaviour[MGMT1135]
178943,Music Language 2 Standard semester 2 2016 [178943] - Music Language 2[MUSC1322]
178946,Management and Organisations Standard semester 1 2016 [178946] - Management and Organisations[MGMT1136]
178948,Entrepreneurship Standard semester 1 2016 [178948] - Entrepreneurship[MGMT3342]
178949,Popular Music in Global Perspective Standard semester 2 2016 [178949] - Popular Music in Global Perspective[MUSC1350]
178950,Contemporary Marketing Issues Standard semester 1 2016 [178950] - Contemporary Marketing Issues[MKTG3307]
178951,Music Ensemble 1 Standard semester 2 2016 [178951] - Music Ensemble 1[MUSC1981]
178952,International Marketing Standard semester 1 2016 [178952] - International Marketing[MKTG3310]
178953,Music Ensemble 2 Standard semester 2 2016 [178953] - Music Ensemble 2[MUSC1982]
178954,Foundations of Pharmacology Standard semester 1 2016 [178954] - Foundations of Pharmacology[PHAR2210]
178955,Western Art Music 2 (Classical and Romantic) Standard semester 2 2016 [178955] - Western Art Music 2 (Classical and Romantic)[MUSC2332]
178957,Music in World Cultures Standard semester 2 2016 [178957] - Music in World Cultures[MUSC2350]
178960,Quantitative Methods for Finance Standard semester 1 2016 [178960] - Quantitative Methods for Finance[FINA2205]
178967,Indigenous Knowledge: Mind, Body, Spirit Standard semester 1 2016 [178967] - Indigenous Knowledge Mind, Body, Spirit [INDG2300]
178969,Immunity and Infection Standard semester 1 2016 [178969] - Immunity and Infection[MICR3340]
178971,Foundations of Infectious Diseases Standard semester 1 2016 [178971] - Foundations of Infectious Diseases[MICR5829]
178973,Principles of Infection and Immunity Standard semester 1 2016 [178973] - Principles of Infection and Immunity[MICR5842]
178976,Animal Function and Structure Standard semester 2 2016 [178976] - Animal Function and Structure [ANIM2207]
178979,Animal Ethics and Welfare Standard semester 2 2016 [178979] - Animal Ethics and Welfare[ANIM2208]
178981,Environmental Physiology Standard semester 2 2016 [178981] - Environmental Physiology[ANIM3363]
178985,Global Change, Local Responses Standard semester 2 2016 [178985] - Global Change, Local Responses[ANTH1002]
178986,Neuroscience Standard semester 1 2016 [178986] - Neuroscience[NEUR3310]
178988,Korean 5 Standard semester 1 2016 [178988] - Korean 5[KORE3405]
178990,Readings in Korean Language and Culture Standard semester 1 2016 [178990] - Readings in Korean Language and Culture[KORE2811]
178994,Fundamentals of Pathology and Laboratory Medicine Standard semester 1 2016 [178994] - Fundamentals of Pathology and Laboratory Medicine[PATH2210]
178998,Introduction to Global Business Standard semester 1 2016 [178998] - Introduction to Global Business[MGMT5511]
178999,Drugs and Disease B Standard semester 2 2016 [178999] - Drugs and Disease B[PATH3304]
179001,Drugs that Changed the World Standard semester 2 2016 [179001] - Drugs that Changed the World[PHAR1101]
179003,Human Pharmacology Standard semester 2 2016 [179003] - Human Pharmacology [PHAR2220]
179005,Systems Pharmacology Standard semester 2 2016 [179005] - Systems Pharmacology[PHAR3320]
179006,Hydrology Standard semester 1 2016 [179006] - Hydrology[ENVE4402]
179008,Fluid Transport, Mixing and Dispersion Standard semester 1 2016 [179008] - Fluid Transport, Mixing and Dispersion[ENVE4403]
179009,Eco-engineering Standard semester 1 2016 [179009] - Eco-engineering[ENVE4405]
179022,Methods in Sociolinguistic Research Standard semester 2 2016 [179022] - Methods in Sociolinguistic Research[LING4103]
